subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,csat_score,customer_age,signup_source,payment_method,downgrade_history,subscription_status,tenure_days
Digital,Monthly,Yes,7.3,16,0,No,0.21,14.51,North America,Politics,0.33,1,Mobile,Auto,,0.35,15,0.28,5,33,Web,Debit Card,No,Active,1266
Digital,Annual,Yes,0.5,6,1,No,0.2,10.46,North America,Environment,0.4,4,Tablet,Auto,Newsletter Promo,0.27,56,-0.07,1,40,Web,Credit Card,No,Active,1240
Digital+Print,Monthly,Yes,4.59,24,1,No,0.41,6.83,Europe,Politics,0.94,2,Mobile,Auto,Newsletter Promo,0.13,-10,0.5,5,63,Web,Credit Card,No,Active,1310
Digital+Print,Monthly,No,2.74,4,0,No,0.23,6.3,North America,Politics,0.62,3,Desktop,Auto,,0.33,-43,0.71,1,28,Referral,Credit Card,No,Active,251
Digital+Print,Annual,Yes,4.16,4,2,Yes,0.58,8.2,Others,Politics,0.35,3,Desktop,Auto,,0.27,77,0.54,1,63,Web,Credit Card,No,Active,289
Digital+Print,Monthly,Yes,3.66,19,0,Yes,0.37,10.3,North America,Technology,0.97,2,Desktop,Auto,,0.27,-91,-0.34,5,57,Mobile App,Credit Card,No,Active,423
Espresso,Monthly,No,1.9,15,2,Yes,0.45,14.77,Asia,Culture,0.92,1,Desktop,Auto,,0.47,-40,1.0,5,36,Web,PayPal,No,Cancelled,1328
Digital+Print,Monthly,Yes,3.34,18,0,Yes,0.54,4.64,Europe,Finance,0.83,2,Mobile,Auto,Newsletter Promo,0.25,10,-0.55,4,51,Mobile App,Credit Card,No,Active,756
Digital+Print,Annual,No,0.21,8,0,Yes,0.2,8.72,Asia,Environment,0.95,1,Tablet,Auto,,0.27,20,0.39,3,40,Mobile App,PayPal,No,Cancelled,710
Digital,Monthly,No,3.9,4,1,No,0.16,10.58,North America,Finance,0.45,0,Desktop,Manual,Survey,0.26,-40,0.61,4,27,Web,Credit Card,No,Active,603
Digital,Monthly,Yes,3.45,7,0,Yes,0.88,2.67,Others,Politics,0.89,3,Desktop,Auto,,0.54,50,1.07,4,54,Web,Credit Card,No,Active,1443
Digital,Annual,No,3.96,8,2,No,0.43,6.67,Europe,Finance,0.78,2,Mobile,Auto,Newsletter Promo,0.23,-95,0.53,5,64,Web,Credit Card,No,Active,930
Digital,Monthly,Yes,4.59,4,1,Yes,0.41,7.28,Asia,Technology,0.91,0,Desktop,Manual,Newsletter Promo,0.32,-26,-0.35,4,18,Web,Credit Card,No,Active,960
Digital,Annual,Yes,3.55,9,0,Yes,0.04,6.82,North America,Culture,0.86,0,Mobile,Auto,,0.0,87,0.49,5,19,Web,Debit Card,No,Active,336
Digital,Monthly,No,3.22,24,0,No,0.5,10.77,North America,Finance,0.54,1,Mobile,Manual,,0.01,14,-0.04,2,68,Web,PayPal,Yes,Cancelled,1297
Digital+Print,Annual,Yes,1.68,1,1,No,0.55,9.36,Europe,Technology,0.84,0,Desktop,Auto,,0.55,54,0.58,1,39,Web,PayPal,No,Active,1075
Digital+Print,Monthly,No,1.93,8,2,No,0.56,7.78,North America,Politics,0.48,2,Desktop,Auto,Survey,0.15,82,0.13,3,34,Web,Debit Card,Yes,Cancelled,321
Espresso,Monthly,Yes,4.78,10,1,Yes,0.71,11.71,Europe,Technology,0.53,1,Desktop,Auto,,0.55,-70,0.75,2,64,Mobile App,Credit Card,No,Active,1601
Digital,Monthly,Yes,5.15,3,3,Yes,0.18,16.89,North America,Environment,0.38,1,Mobile,Auto,,0.33,22,0.05,1,41,Web,Credit Card,No,Active,886
Digital,Monthly,No,2.64,21,1,Yes,0.25,16.56,Europe,Politics,0.95,1,Desktop,Auto,Retention Offer,0.12,57,0.5,1,67,Web,PayPal,No,Cancelled,626
Digital+Print,Annual,No,3.07,21,1,No,0.81,2.31,Others,Culture,0.5,0,Mobile,Auto,Retention Offer,0.15,-34,-0.28,3,38,Mobile App,Credit Card,No,Active,767
Digital,Annual,Yes,1.64,21,0,Yes,0.95,12.31,Europe,Technology,0.66,2,Desktop,Auto,Retention Offer,0.36,-88,0.62,4,57,Mobile App,Credit Card,No,Cancelled,868
Digital+Print,Monthly,Yes,4.76,1,1,No,0.14,9.29,Asia,Politics,0.57,3,Mobile,Manual,Survey,0.46,-42,-1.04,1,46,Referral,Credit Card,No,Active,389
Espresso,Monthly,No,4.0,22,0,Yes,0.5,10.62,Europe,Environment,0.97,1,Desktop,Auto,Newsletter Promo,0.13,-47,0.38,3,31,Mobile App,Credit Card,No,Cancelled,251
Digital,Annual,Yes,5.91,28,1,No,0.21,8.41,Europe,Finance,0.53,0,Desktop,Auto,,0.24,3,0.22,5,25,Mobile App,PayPal,No,Active,338
Digital+Print,Annual,Yes,1.68,5,1,No,0.06,10.47,Others,Finance,0.84,1,Mobile,Auto,,0.18,-80,0.11,1,47,Web,Credit Card,No,Active,1215
Digital,Monthly,Yes,2.43,26,0,No,0.33,10.61,Asia,Politics,0.9,1,Mobile,Auto,,0.23,-58,-1.05,1,39,Mobile App,Credit Card,No,Active,1653
Digital+Print,Monthly,Yes,3.35,13,0,Yes,0.14,7.68,Asia,Politics,0.6,0,Desktop,Manual,,0.09,-90,-0.21,4,40,Mobile App,Credit Card,No,Active,129
Digital,Monthly,Yes,3.97,0,2,Yes,0.71,6.41,North America,Culture,0.56,0,Desktop,Auto,Newsletter Promo,0.22,8,0.63,4,57,Mobile App,Credit Card,No,Active,691
Digital+Print,Monthly,Yes,2.68,17,1,No,0.53,8.21,Europe,Technology,0.82,2,Desktop,Auto,,0.33,-34,-0.39,5,68,Web,PayPal,No,Active,863
Digital,Monthly,Yes,1.69,6,2,No,0.14,10.94,North America,Environment,0.94,1,Desktop,Manual,Retention Offer,0.36,65,-0.7,1,30,Mobile App,Credit Card,No,Active,417
Digital,Monthly,Yes,4.32,0,0,Yes,0.01,12.4,Europe,Politics,0.83,1,Mobile,Manual,Retention Offer,0.57,-6,-0.5,4,45,Mobile App,Credit Card,No,Active,1343
Digital,Monthly,No,4.08,0,2,No,0.81,13.41,Europe,Politics,0.46,1,Mobile,Auto,Retention Offer,0.11,51,0.63,3,47,Web,Credit Card,No,Active,1224
Digital,Annual,Yes,1.63,0,2,Yes,0.18,8.02,Asia,Politics,0.92,1,Mobile,Auto,Newsletter Promo,0.38,5,0.26,1,22,Mobile App,Credit Card,No,Active,1683
Digital,Monthly,Yes,5.03,23,0,No,0.61,11.14,Asia,Finance,0.57,3,Mobile,Auto,Newsletter Promo,0.18,-50,0.74,3,27,Web,Credit Card,No,Active,562
Digital+Print,Monthly,Yes,4.76,3,0,No,0.34,13.85,Europe,Environment,0.7,0,Desktop,Auto,,0.26,88,0.38,2,56,Mobile App,PayPal,No,Active,426
Digital+Print,Monthly,Yes,3.2,3,1,Yes,0.59,14.66,North America,Technology,0.88,1,Mobile,Auto,Newsletter Promo,0.47,-55,-0.4,5,26,Mobile App,Credit Card,No,Active,1576
Digital,Monthly,Yes,3.12,28,1,Yes,0.32,9.76,Asia,Finance,0.43,0,Tablet,Auto,,0.16,-58,0.95,4,31,Web,Credit Card,No,Active,847
Digital,Monthly,Yes,3.83,17,1,No,0.09,9.12,North America,Culture,0.85,0,Desktop,Manual,Retention Offer,0.22,-74,-0.27,2,55,Mobile App,PayPal,No,Active,653
Digital+Print,Monthly,Yes,1.71,26,1,No,0.22,10.76,Europe,Culture,0.72,1,Desktop,Auto,Retention Offer,0.44,-16,-0.38,4,27,Mobile App,PayPal,Yes,Cancelled,1029
Digital,Monthly,Yes,3.05,10,2,Yes,0.19,5.4,North America,Politics,0.93,2,Tablet,Auto,,0.19,57,0.16,2,50,Web,Credit Card,Yes,Active,626
Digital+Print,Monthly,No,0.0,26,2,No,0.43,9.23,North America,Culture,0.42,1,Mobile,Auto,Survey,0.38,-7,0.24,4,28,Web,Credit Card,No,Cancelled,1483
Digital+Print,Monthly,Yes,4.31,0,1,Yes,0.66,12.98,Others,Finance,0.59,2,Desktop,Auto,,0.1,26,0.45,5,57,Mobile App,Credit Card,No,Active,1802
Digital+Print,Monthly,Yes,0.66,27,0,No,0.26,12.57,North America,Politics,0.88,0,Mobile,Auto,Survey,0.23,90,-0.14,1,23,Web,Credit Card,No,Cancelled,386
Digital,Annual,No,5.26,9,1,No,0.01,8.92,Europe,Politics,0.31,3,Mobile,Auto,,0.41,-91,0.74,3,34,Web,Credit Card,No,Active,1265
Digital+Print,Monthly,Yes,2.5,8,1,Yes,0.52,10.87,North America,Finance,0.38,0,Desktop,Auto,,0.71,30,-0.29,2,53,Mobile App,Credit Card,No,Active,1119
Digital,Annual,Yes,2.68,22,2,Yes,0.61,6.7,Others,Finance,0.99,1,Mobile,Auto,,0.42,-41,-0.52,3,23,Referral,Credit Card,No,Active,902
Digital,Monthly,Yes,2.06,3,1,No,0.96,12.81,Asia,Politics,0.5,0,Tablet,Auto,,0.66,-74,-0.95,3,64,Web,PayPal,No,Active,1055
Digital,Monthly,No,2.57,27,2,Yes,0.59,9.69,North America,Politics,0.98,3,Desktop,Auto,Retention Offer,0.08,22,-0.09,4,27,Web,PayPal,No,Cancelled,1588
Digital,Monthly,No,5.13,5,0,No,0.47,8.9,North America,Culture,0.43,0,Desktop,Auto,,0.12,72,0.45,1,66,Mobile App,Credit Card,No,Active,381
Digital,Monthly,Yes,0.0,29,2,No,0.57,8.55,Europe,Environment,0.55,2,Mobile,Auto,Newsletter Promo,0.21,-39,0.39,4,59,Mobile App,Credit Card,No,Cancelled,601
Digital+Print,Annual,No,4.92,15,2,Yes,0.93,9.75,North America,Culture,0.83,1,Desktop,Auto,Newsletter Promo,0.37,51,0.18,3,22,Mobile App,Credit Card,No,Active,1572
Digital,Annual,Yes,3.51,1,1,Yes,0.83,8.21,Europe,Politics,0.76,2,Mobile,Auto,,0.43,-55,-0.21,5,36,Web,Credit Card,No,Active,1262
Digital,Annual,Yes,1.19,22,0,Yes,0.32,12.63,North America,Politics,0.71,0,Desktop,Manual,Retention Offer,0.15,25,0.65,1,24,Mobile App,Credit Card,No,Cancelled,1548
Digital+Print,Monthly,No,1.39,17,0,No,0.24,8.42,North America,Politics,0.67,2,Mobile,Manual,Newsletter Promo,0.18,71,0.07,1,41,Web,PayPal,No,Cancelled,971
Digital+Print,Monthly,Yes,5.51,9,1,No,0.26,16.37,Europe,Politics,0.89,1,Desktop,Auto,Retention Offer,0.46,-38,0.22,3,68,Mobile App,Credit Card,No,Active,740
Digital,Monthly,Yes,1.58,23,0,No,0.5,15.86,North America,Technology,0.46,1,Mobile,Manual,Survey,0.36,-97,-0.56,4,59,Web,Credit Card,No,Cancelled,1162
Digital+Print,Monthly,Yes,1.27,23,0,No,0.74,6.43,Asia,Technology,0.61,1,Mobile,Auto,Retention Offer,0.05,-85,-0.91,5,36,Mobile App,Credit Card,No,Cancelled,568
Digital+Print,Monthly,Yes,4.71,16,0,Yes,0.5,10.28,North America,Technology,0.41,1,Mobile,Manual,Newsletter Promo,0.31,78,0.46,2,28,Mobile App,PayPal,No,Active,429
Digital,Monthly,Yes,3.51,12,1,No,0.07,7.4,North America,Technology,0.72,0,Mobile,Auto,,0.07,-27,1.28,4,20,Mobile App,PayPal,No,Active,426
Digital+Print,Monthly,Yes,1.59,23,0,Yes,0.72,8.69,Others,Politics,0.48,0,Desktop,Auto,,0.23,11,0.25,1,47,Web,PayPal,No,Cancelled,721
Digital,Monthly,Yes,3.32,17,3,No,0.81,18.01,Europe,Finance,0.53,2,Mobile,Auto,Retention Offer,0.15,0,0.46,4,60,Mobile App,Credit Card,Yes,Active,584
Digital+Print,Annual,Yes,1.46,21,1,No,0.29,8.77,Asia,Technology,0.63,0,Mobile,Auto,Newsletter Promo,0.24,75,0.45,2,55,Referral,PayPal,No,Active,1779
Digital,Annual,Yes,4.65,12,0,No,0.66,11.44,North America,Finance,0.32,2,Desktop,Manual,Retention Offer,0.12,92,0.06,5,23,Referral,PayPal,Yes,Active,1773
Digital,Annual,Yes,4.59,16,0,No,0.43,12.17,Europe,Politics,0.36,1,Mobile,Auto,Newsletter Promo,0.49,96,-0.75,5,64,Referral,Credit Card,No,Active,404
Digital,Monthly,Yes,3.8,4,1,No,0.89,6.0,Asia,Finance,0.78,0,Mobile,Auto,Retention Offer,0.42,-56,0.39,2,52,Web,Credit Card,No,Active,445
Digital,Monthly,Yes,3.54,10,0,Yes,0.85,6.58,North America,Politics,0.6,0,Desktop,Auto,Newsletter Promo,0.33,30,0.79,2,39,Web,PayPal,Yes,Active,1486
Digital,Monthly,No,5.64,6,0,No,0.53,5.18,Asia,Politics,0.91,1,Mobile,Auto,,0.3,-84,0.3,3,28,Web,Debit Card,Yes,Active,1174
Digital+Print,Annual,Yes,3.0,28,2,Yes,0.69,6.46,Europe,Culture,0.79,3,Mobile,Auto,,0.06,64,-0.08,1,25,Web,Debit Card,No,Active,382
Digital,Monthly,No,1.23,9,1,No,0.88,-1.4,North America,Culture,0.31,0,Mobile,Auto,,0.17,-96,0.25,3,44,Web,Credit Card,No,Cancelled,790
Digital,Monthly,Yes,3.67,16,1,Yes,0.5,12.18,Europe,Politics,0.73,1,Mobile,Auto,Newsletter Promo,0.47,74,0.01,4,46,Mobile App,Debit Card,Yes,Active,211
Digital,Annual,Yes,6.13,14,1,No,0.31,18.22,Europe,Politics,0.37,2,Desktop,Manual,Newsletter Promo,0.48,-57,0.7,2,25,Mobile App,Credit Card,No,Active,670
Digital+Print,Monthly,Yes,1.48,17,1,Yes,0.75,10.59,North America,Technology,0.85,1,Mobile,Auto,,0.3,60,0.15,3,40,Mobile App,Credit Card,No,Cancelled,379
Digital+Print,Monthly,Yes,2.46,22,1,No,0.22,4.33,Europe,Politics,0.99,0,Desktop,Auto,Retention Offer,0.14,-80,0.41,1,46,Mobile App,Debit Card,No,Active,1023
Digital+Print,Monthly,Yes,3.62,21,1,Yes,0.39,7.43,North America,Finance,0.67,1,Mobile,Auto,,0.17,94,0.61,1,33,Web,PayPal,No,Active,1447
Digital+Print,Monthly,Yes,2.92,18,1,Yes,0.87,8.16,Europe,Politics,0.78,1,Mobile,Manual,,0.27,-33,0.41,2,52,Mobile App,PayPal,No,Active,1500
Digital,Monthly,Yes,1.53,29,2,No,0.72,5.93,Asia,Politics,0.47,1,Mobile,Auto,,0.11,-69,0.08,3,25,Web,PayPal,No,Cancelled,1582
Digital+Print,Monthly,Yes,4.68,25,2,No,0.4,13.44,Europe,Culture,0.61,1,Desktop,Auto,Newsletter Promo,0.04,-77,-0.71,5,25,Web,PayPal,Yes,Active,1125
Digital,Monthly,Yes,6.48,1,1,No,0.21,13.24,Others,Culture,0.9,1,Tablet,Manual,Newsletter Promo,0.4,62,0.27,2,62,Web,Credit Card,No,Active,1665
Digital+Print,Monthly,Yes,3.29,25,2,Yes,0.36,5.38,North America,Politics,0.42,1,Desktop,Auto,,0.7,45,0.52,4,50,Mobile App,Debit Card,No,Active,1328
Digital,Annual,No,1.64,3,0,No,0.28,12.9,Europe,Finance,0.49,1,Tablet,Auto,,0.51,-34,-0.75,3,59,Referral,Debit Card,Yes,Active,609
Digital+Print,Monthly,Yes,0.68,2,2,No,0.18,16.11,Asia,Politics,0.61,1,Mobile,Auto,Newsletter Promo,0.14,2,0.26,3,22,Web,Credit Card,Yes,Active,117
Digital,Monthly,Yes,3.39,6,1,No,0.74,17.61,Europe,Politics,0.8,2,Mobile,Manual,Survey,0.56,-47,0.06,2,54,Web,Credit Card,No,Active,792
Digital,Monthly,Yes,4.66,23,1,No,0.25,21.46,Europe,Environment,0.56,2,Mobile,Manual,Retention Offer,0.08,53,-1.08,3,34,Mobile App,Credit Card,No,Active,1137
Digital,Annual,No,3.71,17,0,Yes,0.45,6.39,North America,Technology,0.95,2,Mobile,Manual,Retention Offer,0.38,87,0.22,3,39,Mobile App,PayPal,Yes,Active,419
Digital,Monthly,Yes,3.0,9,3,No,0.39,21.3,North America,Finance,0.37,1,Mobile,Auto,,0.28,24,0.74,4,31,Mobile App,PayPal,No,Active,1079
Digital,Monthly,No,2.12,6,0,Yes,0.98,8.58,North America,Culture,0.56,0,Mobile,Auto,,0.13,16,0.06,4,55,Web,Debit Card,No,Active,523
Digital,Annual,Yes,1.36,7,1,Yes,0.39,7.63,Others,Culture,0.8,3,Mobile,Auto,Survey,0.23,-36,-0.99,5,49,Mobile App,Credit Card,No,Active,1050
Digital+Print,Annual,Yes,4.25,5,0,No,0.08,11.31,North America,Culture,0.46,2,Mobile,Manual,Newsletter Promo,0.05,78,0.23,4,31,Web,PayPal,Yes,Active,48
Digital,Monthly,Yes,4.37,21,1,Yes,0.09,7.67,Asia,Politics,0.76,2,Mobile,Manual,Retention Offer,0.22,13,0.6,5,61,Web,PayPal,Yes,Active,1268
Digital,Annual,No,0.68,25,1,No,0.59,11.6,Europe,Politics,0.41,1,Mobile,Auto,,0.24,87,-0.38,4,37,Web,Credit Card,No,Cancelled,1267
Digital+Print,Monthly,Yes,5.38,0,1,Yes,0.6,4.72,North America,Technology,0.34,3,Desktop,Auto,Newsletter Promo,0.21,86,-0.07,5,39,Referral,PayPal,Yes,Active,1440
Digital,Monthly,Yes,3.86,3,0,No,0.42,9.04,Europe,Finance,0.38,1,Mobile,Auto,Newsletter Promo,0.03,-25,-0.13,4,47,Web,Credit Card,Yes,Active,1639
Digital+Print,Monthly,Yes,5.1,13,0,Yes,0.43,15.14,Asia,Environment,0.95,2,Desktop,Auto,,0.11,-84,0.09,4,50,Mobile App,PayPal,No,Active,1038
Digital,Monthly,Yes,0.99,16,2,No,0.05,9.77,Asia,Technology,0.69,2,Desktop,Auto,Retention Offer,0.25,48,-0.15,2,22,Web,PayPal,No,Cancelled,1345
Digital,Annual,No,0.95,19,0,No,0.52,10.57,North America,Environment,0.86,0,Mobile,Auto,,0.79,94,0.71,4,35,Web,PayPal,No,Cancelled,1384
Digital,Monthly,Yes,2.78,17,1,No,0.5,11.9,North America,Politics,0.53,1,Mobile,Auto,Newsletter Promo,0.17,7,0.7,5,63,Referral,Credit Card,No,Active,1003
Digital,Monthly,Yes,3.75,10,0,No,0.15,14.68,North America,Culture,0.71,0,Mobile,Auto,,0.54,-73,-0.27,2,24,Web,Credit Card,No,Active,88
Digital+Print,Annual,Yes,5.69,28,2,Yes,0.1,3.38,North America,Finance,0.65,1,Desktop,Manual,,0.56,-57,0.71,5,46,Mobile App,PayPal,Yes,Active,1230
Digital,Annual,No,4.06,20,0,No,0.12,12.34,Europe,Environment,0.96,1,Mobile,Manual,Retention Offer,0.29,97,-0.79,4,64,Referral,Credit Card,Yes,Active,1449
Digital+Print,Monthly,Yes,2.64,25,1,Yes,0.1,8.93,Asia,Politics,0.82,1,Mobile,Manual,Newsletter Promo,0.06,89,-0.37,4,26,Mobile App,Credit Card,Yes,Active,1291
Digital,Monthly,Yes,1.46,13,0,No,0.61,10.67,North America,Finance,0.81,0,Mobile,Manual,Newsletter Promo,0.41,69,0.35,5,64,Web,Credit Card,No,Active,1551
Digital+Print,Monthly,Yes,4.85,8,2,Yes,0.2,14.24,Asia,Culture,0.33,3,Desktop,Auto,Retention Offer,0.15,-7,0.08,3,65,Mobile App,Credit Card,No,Active,1379
Digital+Print,Annual,No,1.55,26,2,No,0.25,5.22,Europe,Finance,0.68,4,Mobile,Auto,,0.2,-79,0.11,2,58,Mobile App,PayPal,Yes,Cancelled,1003
Digital,Monthly,Yes,5.44,14,2,No,0.17,5.95,North America,Finance,0.63,1,Desktop,Manual,Survey,0.63,-63,0.22,2,24,Referral,PayPal,No,Active,1355
Digital+Print,Annual,No,2.57,11,1,No,0.96,2.26,North America,Environment,0.95,0,Mobile,Auto,,0.17,-87,-0.21,4,24,Mobile App,Credit Card,No,Active,1548
Espresso,Monthly,Yes,5.39,9,0,Yes,0.85,7.8,Asia,Finance,0.48,3,Desktop,Auto,,0.43,10,0.66,2,66,Web,PayPal,Yes,Active,1686
Digital,Monthly,No,4.02,18,0,No,0.23,15.32,Asia,Technology,0.49,0,Desktop,Auto,Newsletter Promo,0.21,21,0.38,5,60,Mobile App,Credit Card,No,Cancelled,1095
Digital+Print,Monthly,Yes,2.79,23,2,Yes,0.33,9.52,Europe,Politics,0.59,0,Mobile,Manual,Newsletter Promo,0.31,53,-0.01,4,23,Web,Credit Card,No,Active,868
